uuid,observed_on_string,updated_at,quality_grade,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,place_guess,private_place_guess,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,filepath
b3ac46e7-d741-41a0-9210-178597aaa545,2021/02/05 1:36 PM PST,2026-03-09 19:12:07 UTC,needs_id,https://www.inaturalist.org/observations/69868767,https://inaturalist-open-data.s3.amazonaws.com/photos/113441255/medium.jpg,,,,1.0,0.0,"Sonoma County, CA, USA",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/69868767_Fungi_Pezizomycotina.jpg
2236a1c5-19a4-46d5-936c-9d00ad99fbb2,2021-02-20 3:21:48 PM CST,2023-03-07 19:37:52 UTC,needs_id,https://www.inaturalist.org/observations/69890500,https://inaturalist-open-data.s3.amazonaws.com/photos/113514623/medium.jpeg,,,,2.0,0.0,"Provincia de Alajuela, Valverde Vega, Costa Rica",,Agaricomycotina,Agaricomycotina,Higher Basidiomycetes,Fungi,492000.0,,inat_images/69890500_Fungi_Agaricomycotina.jpg
398e2ae0-5295-4b83-a8f8-d7bc1baaea1d,2020-11-21T08:35:44+09:30,2024-11-10 03:13:36 UTC,needs_id,https://www.inaturalist.org/observations/69891154,https://inaturalist-open-data.s3.amazonaws.com/photos/113515917/medium.jpeg,,,"Unknown Fungi species. Reminded me of a strawberry dessert, had red orbs of liquid over creamy white porus surface.",2.0,0.0,Tiwi Islands,,Agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/69891154_Fungi_Agaricomycetes.jpg
3c018afd-668c-4d96-8e90-386079b63fbd,2021-01-27 3:40:17 PM EST,2024-12-20 14:52:10 UTC,needs_id,https://www.inaturalist.org/observations/69901333,https://inaturalist-open-data.s3.amazonaws.com/photos/113534626/medium.jpeg,,,,1.0,0.0,"Ontario, CA",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/69901333_Fungi_Fungi.jpg
d394cc35-70bd-4d01-9e16-470d9dfd2d3c,2021/02/21 4:20 PM EST,2023-09-07 01:17:27 UTC,needs_id,https://www.inaturalist.org/observations/69952088,https://inaturalist-open-data.s3.amazonaws.com/photos/113749796/medium.jpeg,,,On wild cherry or birch. Very narrow fibrose margin; mostly resupinate; small size. 2-3 ppmm. Tough. Smells of plain edible mushroom. KOH negative reaction. Spores 3.7 x 9.8-12.3 mu. Wild area around a pond in a park.,2.0,0.0,"Lumberton, NJ, USA",,Agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/69952088_Fungi_Agaricomycetes.jpg
d3786141-fa8d-44cc-869c-a49a5c6e6980,2020/12/05 2:12 PM EST,2023-06-29 05:40:09 UTC,needs_id,https://www.inaturalist.org/observations/69980833,https://static.inaturalist.org/photos/113678771/medium.jpg,,,On a fallen hardwood tree across a forest trail. Teeth are stained peachy/brown in places. ,1.0,0.0,"Chatsworth, GA 30705, USA",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/69980833_Fungi_Fungi.jpg
397cdb01-12aa-4a8b-9eb6-1c87233624a3,Wed Aug 26 2020 15:23:32 GMT-0500 (CDT),2025-08-04 16:51:47 UTC,needs_id,https://www.inaturalist.org/observations/70006583,https://inaturalist-open-data.s3.amazonaws.com/photos/113724672/medium.jpg,,,,2.0,0.0,"Yoho National Park, Field, BC, CA",,Thelephorales,Thelephorales,,Fungi,52526.0,Thelephorales,inat_images/70006583_Fungi_Thelephorales.jpg
a624d2c1-d969-461f-b8f2-9b0dbadc5a95,2021/02/21 3:56 PM UTC,2026-01-28 00:00:22 UTC,needs_id,https://www.inaturalist.org/observations/70009866,https://inaturalist-open-data.s3.amazonaws.com/photos/113705446/medium.jpeg,,,"I don't know the name of the plant that this was growing on, very common in mixed forest understory ",3.0,0.0,"Snohomish County, WA, USA",,Coccomyces,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/70009866_Fungi_Pezizomycotina.jpg
fd74e6b7-e182-4f6d-aa01-97e5571d17e9,2021-02-11 12:09:02 PM GMT-03:00,2024-03-01 20:46:03 UTC,needs_id,https://www.inaturalist.org/observations/70074615,https://static.inaturalist.org/photos/113850624/medium.jpeg,,,,4.0,0.0,"Futaleufú, Los Lagos, Chile",,Hongos de repisa,Polyporales,Shelf Fungi,Fungi,47380.0,Polyporales,inat_images/70074615_Fungi_Polyporales.jpg
ac20294a-4795-4865-aa19-7876725e23f3,2021-02-24 12:03:36-08:00,2026-01-29 22:53:50 UTC,needs_id,https://www.inaturalist.org/observations/70105002,https://inaturalist-open-data.s3.amazonaws.com/photos/113905278/medium.jpeg,,,,3.0,0.0,Joint Base Lewis-McChord,,"Shield Lichens, Sunburst Lichens, Rosette Lichens, and Allies",Lecanoromycetidae,"Shield Lichens, Sunburst Lichens, Rosette Lichens, and Allies",Fungi,952186.0,,inat_images/70105002_Fungi_Lecanoromycetidae.jpg
6f9ba923-e4df-4e97-947d-5e3776b26b8d,Wed Feb 24 2021 14:27:18 GMT-0800 (PST),2024-12-20 07:55:23 UTC,needs_id,https://www.inaturalist.org/observations/70112845,https://inaturalist-open-data.s3.amazonaws.com/photos/113918501/medium.jpg,,,,1.0,0.0,"Southwind Rd, Vernon, BC, CA",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/70112845_Fungi_Fungi.jpg
351183ac-170e-449d-9a1b-6fb5d5ad29b6,2009/04/03 8:39 AM EAT,2023-08-04 09:49:01 UTC,needs_id,https://www.inaturalist.org/observations/70139097,https://static.inaturalist.org/photos/113963898/medium.jpg,,,"First trip to Antohakalava ever made. Color troubles with pictures, sorry.",1.0,0.0,"District d'Andapa, Madagascar",,Agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/70139097_Fungi_Agaricomycetes.jpg
6fbfc40a-4c9e-49d6-8aae-480da310f523,2019/05/15 10:46 AM EDT,2025-06-17 14:42:13 UTC,needs_id,https://www.inaturalist.org/observations/70147883,https://inaturalist-open-data.s3.amazonaws.com/photos/113979616/medium.jpg,,,,2.0,1.0,"Concord, NH, USA",,"mushrooms, bracket fungi, puffballs, and allies",Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/70147883_Fungi_Agaricomycetes.jpg
490d4a49-0377-49d8-8188-fa2bf5ecc5a2,Sat Feb 20 2021 12:37:52 GMT-0800 (PST),2021-03-24 20:26:22 UTC,needs_id,https://www.inaturalist.org/observations/70161672,https://static.inaturalist.org/photos/114005369/medium.jpg,,,Geopyxis vulcanalis according to Mushroom of the Redwood coast,2.0,0.0,"Big Basin Redwoods State Park, Davenport, CA, US",,Pezizales,Pezizales,,Fungi,48717.0,Pezizales,inat_images/70161672_Fungi_Pezizales.jpg
6e444d4c-2acb-4931-a1ed-ff27bae2ad7c,2021/01/18 2:53 PM UTC,2021-11-15 02:57:59 UTC,needs_id,https://www.inaturalist.org/observations/70219259,https://inaturalist-open-data.s3.amazonaws.com/photos/114106898/medium.jpeg,,,,1.0,0.0,"Provincia de Alajuela, Bajos Jamaical, Costa Rica",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70219259_Fungi_Agaricales.jpg
30e09300-b8db-456b-8919-c666d1c6b9f1,2021/01/18 2:13 PM UTC,2021-11-15 02:57:59 UTC,needs_id,https://www.inaturalist.org/observations/70219430,https://inaturalist-open-data.s3.amazonaws.com/photos/114107265/medium.jpeg,,,,1.0,0.0,"Provincia de Alajuela, Bajos Jamaical, Costa Rica",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70219430_Fungi_Agaricales.jpg
891e3ddb-5fac-4d31-9b34-29b50f9b70af,2021/02/27 3:16 PM +0300,2024-08-02 18:32:04 UTC,needs_id,https://www.inaturalist.org/observations/70262423,https://inaturalist-open-data.s3.amazonaws.com/photos/114177151/medium.jpg,,,,1.0,0.0,"Attica, Greece",,Βασιδιομύκητες,Basidiomycota,Basidiomycete Fungi,Fungi,47169.0,,inat_images/70262423_Fungi_Basidiomycota.jpg
6b839dc7-1fdc-488b-b46f-60e56fb92b3d,2020/08/30 12:20 PM EDT,2026-04-20 12:45:20 UTC,needs_id,https://www.inaturalist.org/observations/70271381,https://inaturalist-open-data.s3.amazonaws.com/photos/114200671/medium.jpeg,,,Maybe?,4.0,0.0,"Rachel Carson Greenway Trail, Silver Spring, MD, USA",,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/70271381_Fungi_Agaricomycetes.jpg
c1b47432-74cc-4ba4-9296-94560a1032db,2021/02/06 3:10 PM GMT,2024-08-04 07:02:11 UTC,needs_id,https://www.inaturalist.org/observations/70280278,https://inaturalist-open-data.s3.amazonaws.com/photos/114217686/medium.jpg,,,,3.0,1.0,"Santarém, Portugal",,Cogumelos Lamelados,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70280278_Fungi_Agaricales.jpg
53a9a27a-2e9b-4311-9d34-55a2a3f2a99a,2021/02/28 2:19 PM CET,2021-04-15 07:50:38 UTC,needs_id,https://www.inaturalist.org/observations/70335759,https://inaturalist-open-data.s3.amazonaws.com/photos/114319554/medium.jpg,,,,1.0,0.0,"Berkatal, Deutschland",,Common Lichens,Lecanoromycetes,Common Lichens,Fungi,54743.0,,inat_images/70335759_Fungi_Lecanoromycetes.jpg
50671a55-a767-445f-8af3-dcfa07a1c890,2021/02/28 2:49 PM EST,2021-05-13 18:04:51 UTC,needs_id,https://www.inaturalist.org/observations/70356643,https://inaturalist-open-data.s3.amazonaws.com/photos/114357916/medium.jpg,,,,1.0,0.0,"Windsor, NH 03244, USA",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/70356643_Fungi_Pezizomycotina.jpg
1631ed38-f8d3-47b6-8e8f-3e96f0ee067b,2021-02-25 9:51:58 AM GMT+13:00,2021-03-03 07:53:15 UTC,needs_id,https://www.inaturalist.org/observations/70375492,https://inaturalist-open-data.s3.amazonaws.com/photos/114395070/medium.jpeg,,,Growing on cut down beech tree ,2.0,0.0,"Howard 7072, New Zealand",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70375492_Fungi_Agaricales.jpg
bc451748-f7cc-4d69-8bed-71d2e957802b,2020/03/29 3:43 PM EDT,2022-03-02 02:42:32 UTC,needs_id,https://www.inaturalist.org/observations/70388257,https://inaturalist-open-data.s3.amazonaws.com/photos/114419445/medium.jpg,,"Mushrooms, Fungi, Lake Waterford Park, Pasadena, Maryland, Anne Arundel County","This is a picture of some mushrooms at Lake Waterford Park in Pasadena, Maryland.",1.0,0.0,"Pasadena, MD 21122, USA",,Basidiomycete Fungi,Basidiomycota,Basidiomycete Fungi,Fungi,47169.0,,inat_images/70388257_Fungi_Basidiomycota.jpg
93266e4d-0b1c-4867-8543-d2e7bceb1bab,2021-03-02 6:14:47 AM GMT+10:00,2023-11-23 19:35:56 UTC,needs_id,https://www.inaturalist.org/observations/70409177,https://inaturalist-open-data.s3.amazonaws.com/photos/114456347/medium.jpeg,,Fungi blitz Rockhampton,,1.0,0.0,"Bouldercombe QLD 4702, Australia",,common lichens,Lecanoromycetes,Common Lichens,Fungi,54743.0,,inat_images/70409177_Fungi_Lecanoromycetes.jpg
c61509b2-7095-4182-b0f8-1e520d2f8151,2021-02-27 5:27:49 PM PST,2024-07-27 15:40:30 UTC,needs_id,https://www.inaturalist.org/observations/70429477,https://inaturalist-open-data.s3.amazonaws.com/photos/114495008/medium.jpeg,,,,4.0,0.0,"Kenwood, CA 95409, USA",,Waxcaps,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70429477_Fungi_Agaricales.jpg
3fdc902d-8723-4c31-b538-fc03a3cc0deb,2021/02/22 1:22 PM +0300,2021-05-13 17:54:33 UTC,needs_id,https://www.inaturalist.org/observations/70459710,https://inaturalist-open-data.s3.amazonaws.com/photos/114551893/medium.jpeg,,,On  cones of Picea abies,1.0,0.0,"Naujieji Verkiai, Vilnius, Lietuva",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/70459710_Fungi_Pezizomycotina.jpg
947b0344-ef81-43a3-840b-5333435e58ae,2010/07/17 1:01 PM EDT,2023-07-25 17:02:58 UTC,needs_id,https://www.inaturalist.org/observations/70522387,https://inaturalist-open-data.s3.amazonaws.com/photos/114663503/medium.jpeg,,,Galerina sp. perhaps.7.17.10 dwb / gadsden co. florida,2.0,0.0,"Florida, US",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70522387_Fungi_Agaricales.jpg
75066cb8-6f28-472d-b7e1-f9e24ea18095,2021-03-02 12:34:27 PM GMT-05:00,2025-11-14 02:01:49 UTC,needs_id,https://www.inaturalist.org/observations/70548103,https://static.inaturalist.org/photos/114711576/medium.jpeg,,,,3.0,0.0,Bosque Protector Cerro Blanco,,Higher Basidiomycetes,Agaricomycotina,Higher Basidiomycetes,Fungi,492000.0,,inat_images/70548103_Fungi_Agaricomycotina.jpg
a81d1fb0-cbf4-41bd-b316-2d679ff0d95f,2021-03-03 5:34:23 PM CST,2023-07-27 21:42:03 UTC,needs_id,https://www.inaturalist.org/observations/70575691,https://inaturalist-open-data.s3.amazonaws.com/photos/114761056/medium.jpeg,,,,2.0,0.0,"Denton, NE, USA",,Higher Basidiomycetes,Agaricomycotina,Higher Basidiomycetes,Fungi,492000.0,,inat_images/70575691_Fungi_Agaricomycotina.jpg
4a8cff6f-f00b-47f6-9c58-706042228610,2021-03-03 12:45:09 PM GMT+13:00,2021-03-05 05:44:38 UTC,needs_id,https://www.inaturalist.org/observations/70594258,https://inaturalist-open-data.s3.amazonaws.com/photos/114794977/medium.jpeg,,,????,2.0,0.0,"Mangarākau 7073, New Zealand",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70594258_Fungi_Agaricales.jpg
5f796da1-1f36-4f06-a0db-67eae4755a48,2020-12-06 8:43:11 AM GMT+00:00,2021-03-05 22:47:56 UTC,needs_id,https://www.inaturalist.org/observations/70600992,https://static.inaturalist.org/photos/114806819/medium.jpeg,,,,1.0,0.0,"Querença, 8100, Portugal",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70600992_Fungi_Agaricales.jpg
c9adbcc9-11d7-4161-b291-6171a4708a60,2002/05/01 3:02 PM EDT,2021-05-13 20:06:58 UTC,needs_id,https://www.inaturalist.org/observations/70695647,https://inaturalist-open-data.s3.amazonaws.com/photos/114973612/medium.jpg,,,,1.0,0.0,"Nipissing District, ON, Canada",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/70695647_Fungi_Pezizomycotina.jpg
fd7a7b99-760e-49d0-a87c-d1317e2b18c2,2002/05/06 12:27 PM EDT,2021-05-13 20:06:53 UTC,needs_id,https://www.inaturalist.org/observations/70695648,https://inaturalist-open-data.s3.amazonaws.com/photos/114973641/medium.jpg,,,,1.0,0.0,"Nipissing District, ON, Canada",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/70695648_Fungi_Pezizomycotina.jpg
ae48e93b-cfcc-459f-853c-5bd999a0e116,2002/05/11 10:44 AM EDT,2021-05-13 20:06:47 UTC,needs_id,https://www.inaturalist.org/observations/70695650,https://inaturalist-open-data.s3.amazonaws.com/photos/114973677/medium.jpg,,,on Pinus strobus,1.0,0.0,"Nipissing District, ON, Canada",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/70695650_Fungi_Pezizomycotina.jpg
fbef0108-e505-4641-b032-669db79ebaf9,2021/03/06 12:53 PM EST,2024-01-11 10:38:18 UTC,needs_id,https://www.inaturalist.org/observations/70695673,https://inaturalist-open-data.s3.amazonaws.com/photos/114973665/medium.jpeg,,,"On dead, burnt and standing deciduous tree. Pine Barrens. It presents skeletocystidia, coming from the subhymenium, immerse and crossing it. Some tips are exerted. ",1.0,0.0,"Woodland, NJ, USA",,Basidiomycete Fungi,Basidiomycota,Basidiomycete Fungi,Fungi,47169.0,,inat_images/70695673_Fungi_Basidiomycota.jpg
9e27b029-ed0f-4f50-aea7-aee4e9f1c021,2021/03/06 3:35 PM EST,2023-09-10 01:25:33 UTC,needs_id,https://www.inaturalist.org/observations/70695715,https://inaturalist-open-data.s3.amazonaws.com/photos/114974742/medium.jpeg,,,"Wrinkled crust with cordons on margin and also running under hymenium. Pruinose hymenium; arachnoid subhymenium. Spores: 3.7-4.9 x 6.1-9.8 um. Moniliform cystidia and clamps present; nodulose hyphae in subhymenium or subiculum. 4 sterigmata. Basidium 6.1 um wide. Pine Barrens. On rotten unknown wood in a swampy area. White cedar, pine, maple, birch and black tupelo present. Smells of edible mushroom. ",1.0,0.0,"Woodland, NJ, USA",,Basidiomycete Fungi,Basidiomycota,Basidiomycete Fungi,Fungi,47169.0,,inat_images/70695715_Fungi_Basidiomycota.jpg
145d419c-42db-4f58-bf6b-8efd8cbb0af1,Sat Mar 06 2021 16:50:09 GMT-0500 (EST),2024-12-19 13:56:04 UTC,needs_id,https://www.inaturalist.org/observations/70714148,https://inaturalist-open-data.s3.amazonaws.com/photos/115008584/medium.jpg,,,"Looking to ID the disease on this mountain laurel, not sure if it is bacterial, fungal, viral, or something else ",2.0,0.0,"Bear Mountain State Park, Tomkins Cove, NY, US",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/70714148_Fungi_Fungi.jpg
f2414d59-a194-4438-8f61-3cdc4e457834,2020/07/12 1:47 PM EDT,2021-07-01 01:41:21 UTC,needs_id,https://www.inaturalist.org/observations/70764066,https://inaturalist-open-data.s3.amazonaws.com/photos/115097494/medium.jpeg,,,,2.0,0.0,"Cook County, IL, USA",,shelf fungi,Polyporales,Shelf Fungi,Fungi,47380.0,Polyporales,inat_images/70764066_Fungi_Polyporales.jpg
a720ec5c-f0a0-4af7-841b-9ff1b84991a9,2021-01-30 11:25:12 AM GMT-03:00,2024-12-19 12:35:10 UTC,needs_id,https://www.inaturalist.org/observations/70768748,https://inaturalist-open-data.s3.amazonaws.com/photos/115106141/medium.jpeg,,,Looks like golf balls,1.0,0.0,"Aluminé Department, Neuquen, Argentina",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/70768748_Fungi_Fungi.jpg
4fde5719-1351-4630-8262-ee545d647562,2021/03/07 3:23 PM PST,2026-02-18 16:49:42 UTC,needs_id,https://www.inaturalist.org/observations/70800462,https://inaturalist-open-data.s3.amazonaws.com/photos/115149762/medium.jpeg,,,,2.0,0.0,"Lakewood, WA, USA",,Sac Fungi and Lichens,Pezizales,,Fungi,48717.0,Pezizales,inat_images/70800462_Fungi_Pezizales.jpg
b16bcfdb-11cc-4c1b-a6ce-06d02ae5a927,Sun Mar 07 2021 15:48:14 GMT+0800 (GMT+8),2024-08-26 09:00:35 UTC,needs_id,https://www.inaturalist.org/observations/70851953,https://static.inaturalist.org/photos/115259480/medium.jpg,,,,1.0,0.0,"天河区, 广州市, 广东省, CN",,伞菌目,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70851953_Fungi_Agaricales.jpg
5b0bfb05-503a-464f-8e90-da9571ac6589,Tue Mar 09 2021 10:04:27 GMT-0500 (EST),2023-07-27 21:43:36 UTC,needs_id,https://www.inaturalist.org/observations/70914989,https://inaturalist-open-data.s3.amazonaws.com/photos/115373133/medium.jpg,,,,1.0,0.0,"Frick Park, Pittsburgh, PA, US",,Higher Basidiomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/70914989_Fungi_Agaricomycetes.jpg
b5466eb6-fe02-4fb8-8e3b-7a9a651da93e,2021/03/10 2:39 PM HST,2025-02-11 11:44:34 UTC,needs_id,https://www.inaturalist.org/observations/70953366,https://inaturalist-open-data.s3.amazonaws.com/photos/115439412/medium.jpg,,,This observation is for the small reddish structures on the ventral side of the *Philygria*. Maybe parasites?,2.0,0.0,"67100 Bazzano AQ, Italia",,Laboulbeniales,Laboulbeniales,,Fungi,152530.0,Laboulbeniales,inat_images/70953366_Fungi_Laboulbeniales.jpg
c3d4eff3-cfdf-4737-bbe9-5d2c61f269e8,2018/08/26 3:49 PM MDT,2021-03-11 03:14:21 UTC,needs_id,https://www.inaturalist.org/observations/70953976,https://static.inaturalist.org/photos/115438312/medium.jpg,,,Black-grey foliose lichen on soil.,1.0,0.0,"Harney County, OR, USA",,Common Lichens,Lecanoromycetes,Common Lichens,Fungi,54743.0,,inat_images/70953976_Fungi_Lecanoromycetes.jpg
474178d7-1030-40cb-9f35-e08711834a7a,2021-03-10T16:06:46-03:00,2022-03-18 03:21:10 UTC,needs_id,https://www.inaturalist.org/observations/70954578,https://inaturalist-open-data.s3.amazonaws.com/photos/115440939/medium.jpeg,,,,2.0,0.0,Contagem,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/70954578_Fungi_Agaricales.jpg
86b8c204-a5d0-4480-b637-0878e67735e8,2021-03-11 3:39:45 PM EST,2022-05-01 21:37:04 UTC,needs_id,https://www.inaturalist.org/observations/71022847,https://inaturalist-open-data.s3.amazonaws.com/photos/115562944/medium.jpeg,,,,1.0,0.0,"Orangeville, ON L9W 1K1, Canada",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/71022847_Fungi_Agaricales.jpg
e385ea65-e802-4974-af37-d3dac38c9f46,Wed Mar 10 2021 15:14:15 GMT+0200 (GMT+2),2024-12-19 03:24:53 UTC,needs_id,https://www.inaturalist.org/observations/71047851,https://inaturalist-open-data.s3.amazonaws.com/photos/115609902/medium.jpg,,,,2.0,0.0,"Tygerberg (Nature Reserve), Cape Town, WC, ZA",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/71047851_Fungi_Fungi.jpg
bb8aebe7-4efa-45cd-a98b-6b700081176c,2021/01/31 11:37 AM HST,2022-03-23 20:35:52 UTC,needs_id,https://www.inaturalist.org/observations/71087995,https://inaturalist-open-data.s3.amazonaws.com/photos/115674881/medium.jpg,,,,3.0,0.0,"Marin Municipal Water District Watershed, Marin, California, United States",,Agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/71087995_Fungi_Agaricomycetes.jpg
e4a6c674-be70-4ede-a1fa-21590515789b,2021/03/13 6:27 PM AEDT,2022-05-27 22:34:22 UTC,needs_id,https://www.inaturalist.org/observations/71126517,https://inaturalist-open-data.s3.amazonaws.com/photos/115751345/medium.jpg,,,,2.0,0.0,"Korora NSW 2450, Australia",,Hypocreales,Hypocreales,,Fungi,48248.0,Hypocreales,inat_images/71126517_Fungi_Hypocreales.jpg
48a7eb91-1285-4bf8-bba4-1b6e8d7dd6fd,2021-03-10 12:43:17 PM PST,2024-12-18 23:32:10 UTC,needs_id,https://www.inaturalist.org/observations/71159977,https://inaturalist-open-data.s3.amazonaws.com/photos/115810908/medium.jpeg,,,,1.0,0.0,"Ramona, CA 92065, USA",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/71159977_Fungi_Fungi.jpg
e7dcb287-ab8b-4890-ba27-7f1fa931e854,2021-03-13 1:04:19 PM PST,2023-03-02 09:42:43 UTC,needs_id,https://www.inaturalist.org/observations/71161118,https://static.inaturalist.org/photos/115812965/medium.jpeg,,,,3.0,0.0,"Healdsburg, CA 95448, USA",,stinkhorns and allies,Phallales,stinkhorns and allies,Fungi,48708.0,Phallales,inat_images/71161118_Fungi_Phallales.jpg
23b46fcd-36b0-489e-a94e-08321185750f,Sun Mar 14 2021 17:27:19 GMT+0200 (GMT+2),2022-10-21 12:43:51 UTC,needs_id,https://www.inaturalist.org/observations/71219582,https://static.inaturalist.org/photos/115917142/medium.jpg,,,,1.0,0.0,"Mochudi Loop, Gaborone, South-East, BW",,boletes and allies,Boletales,boletes and allies,Fungi,48427.0,Boletales,inat_images/71219582_Fungi_Boletales.jpg
05a300d1-6dfc-4658-8b45-89d21fcc5e43,2021-03-03 5:50pm,2022-03-01 20:04:34 UTC,needs_id,https://www.inaturalist.org/observations/71305874,https://inaturalist-open-data.s3.amazonaws.com/photos/116073970/medium.jpg,,,"Observed in Santa Ysabel 
In Oak woodland 
Large edible fungi : prolific in area 
Kumeyaay name : to be determined
Appears to be growing in a broken stump segment in a living tree. (Quercius)


",1.0,0.0,"Santa Ysabel California, Indian Reservation",,shelf fungi,Polyporales,Shelf Fungi,Fungi,47380.0,Polyporales,inat_images/71305874_Fungi_Polyporales.jpg
0b50a96d-638f-4b0e-8b26-eeea6e32e405,2021-03-16 11:23:08 AM GMT+13:00,2021-03-16 18:22:54 UTC,needs_id,https://www.inaturalist.org/observations/71340757,https://inaturalist-open-data.s3.amazonaws.com/photos/116137541/medium.jpeg,,,,2.0,0.0,"Canterbury 7681, New Zealand",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/71340757_Fungi_Agaricales.jpg
09850dd0-1b24-4ebc-bb1b-d5f2f9fd7c1a,Tue Mar 16 2021 15:12:14 GMT-0400 (EDT),2021-03-28 16:23:13 UTC,needs_id,https://www.inaturalist.org/observations/71379314,https://static.inaturalist.org/photos/116210390/medium.jpg,,,,2.0,0.0,"Chickamauga and Chattanooga National Military Park, Fort Oglethorpe, GA, US",,Basidiomycete Fungi,Basidiomycota,Basidiomycete Fungi,Fungi,47169.0,,inat_images/71379314_Fungi_Basidiomycota.jpg
83d6e62a-774a-4db3-986a-4bf1f4f96e36,Sun Mar 14 2021 12:19:52 GMT+1300 (GMT+13),2025-04-23 06:19:25 UTC,needs_id,https://www.inaturalist.org/observations/71382800,https://inaturalist-open-data.s3.amazonaws.com/photos/116212815/medium.jpg,,,,2.0,1.0,"Saint James Walkway, Maruia, West Coast, NZ",,Agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/71382800_Fungi_Agaricomycetes.jpg
c6be825d-65a9-4d00-903a-f8fc0afb27fd,Tue Mar 16 2021 15:33:33 GMT-0400 (EDT),2024-12-18 16:22:04 UTC,needs_id,https://www.inaturalist.org/observations/71385148,https://inaturalist-open-data.s3.amazonaws.com/photos/116216773/medium.jpg,,,,1.0,0.0,"Plainsboro Preserve, Cranbury, NJ, US",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/71385148_Fungi_Fungi.jpg
