id,uuid,observed_on,time_observed_at,user_id,quality_grade,url,image_url,sound_url,num_identification_agreements,num_identification_disagreements,place_guess,private_place_guess,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,filepath,genus,family,family_common
266826537,efa6599f-13eb-48cd-8b64-498f5c16fba0,2025-03-24,2025-03-24 22:21:58 UTC,7000618,research,https://www.inaturalist.org/observations/266826537,,https://static.inaturalist.org/sounds/1347740.m4a?1742860355,1,0,"West Monroe, LA, US",,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982,Animalia,Chordata,Amphibia,Anura,266826537_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
266830612,9842829b-8cc6-4169-acc6-8aa9b611634c,2025-03-24,2025-03-25 00:29:43 UTC,9053722,research,https://www.inaturalist.org/observations/266830612,,https://static.inaturalist.org/sounds/1347763.m4a?1742862596,1,0,"SW Springtree Terr, Port Saint Lucie, FL, US",,Pig Frog,Lithobates grylio,Pig Frog,Amphibia,65986,Animalia,Chordata,Amphibia,Anura,266830612_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
266831994,6611a801-9157-4371-9866-6ba050023ce6,2025-03-24,2025-03-24 23:42:00 UTC,1799391,research,https://www.inaturalist.org/observations/266831994,,https://static.inaturalist.org/sounds/1347774.m4a?1742863263,2,0,"Elizabethton, TN 37643, USA",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266831994_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266837548,8b7e4637-92ff-489f-bc01-dfb61d98babc,2025-03-24,2025-03-25 01:29:50 UTC,35610,research,https://www.inaturalist.org/observations/266837548,,https://static.inaturalist.org/sounds/1347812.m4a?1742866245,2,0,"Greenwell Springs, LA 70739, USA",,Cajun Chorus Frog,Pseudacris fouquettei,Cajun Chorus Frog,Amphibia,66952,Animalia,Chordata,Amphibia,Anura,266837548_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266837974,aeb1664f-03ff-4714-83ba-83ff0ed77a3f,2025-03-24,2025-03-25 01:32:52 UTC,8575739,research,https://www.inaturalist.org/observations/266837974,,https://static.inaturalist.org/sounds/1347815.m4a?1742866403,1,0,"Great Oak Rd, New Paltz, NY, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266837974_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266838675,b5025e93-ae04-4acc-9643-37e0a0375c40,2025-03-24,2025-03-25 00:43:00 UTC,3203739,research,https://www.inaturalist.org/observations/266838675,,https://static.inaturalist.org/sounds/1347819.wav?1742866757,2,0,"East Brunswick, NJ, USA",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266838675_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266841490,5b363f00-c4a3-4292-87fe-51ca59d54a92,2025-03-23,2025-03-24 02:04:00 UTC,7990261,research,https://www.inaturalist.org/observations/266841490,,https://static.inaturalist.org/sounds/1347835.m4a?1742868448,1,0,"Charles and Marie Hamel Memorial Park, Shreveport, LA, US",,Fowler's Toad,Anaxyrus fowleri,Fowler's Toad,Amphibia,64977,Animalia,Chordata,Amphibia,Anura,266841490_Animalia_Amphibia_Anura.m4a,Anaxyrus,Bufonidae,"True Toads (American Toad, Cane Toad)"
266844992,d8951ac5-3076-4f76-8ab3-6372d06561cc,2025-03-24,2025-03-25 02:37:39 UTC,3178847,research,https://www.inaturalist.org/observations/266844992,,https://static.inaturalist.org/sounds/1347854.m4a?1742870286,2,0,"Wood Owl Cir, Bradenton, FL, US",,Southern Toad,Anaxyrus terrestris,Southern Toad,Amphibia,64988,Animalia,Chordata,Amphibia,Anura,266844992_Animalia_Amphibia_Anura.m4a,Anaxyrus,Bufonidae,"True Toads (American Toad, Cane Toad)"
266846921,6f4e39b4-e1e0-4f8c-88a0-5f658e75a2d1,2025-03-24,2025-03-25 02:57:24 UTC,1558498,research,https://www.inaturalist.org/observations/266846921,,https://static.inaturalist.org/sounds/1347859.m4a?1742871460,1,0,"Turkey Creek Rd, Windsor, KY, US",,Mountain Chorus Frog,Pseudacris brachyphona,Mountain Chorus Frog,Amphibia,24256,Animalia,Chordata,Amphibia,Anura,266846921_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266864861,82e62b2f-5f92-4041-bd77-dce46ff5cd4a,2025-03-24,2025-03-25 04:11:34 UTC,1666204,research,https://www.inaturalist.org/observations/266864861,,https://static.inaturalist.org/sounds/1347938.m4a?1742884783,2,0,"Tillamook County, US-OR, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,266864861_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266903821,ff0ca0bb-965e-4c71-8bba-295e6df29d1a,2025-03-25,2025-03-25 14:38:37 UTC,77516,research,https://www.inaturalist.org/observations/266903821,,https://static.inaturalist.org/sounds/1349746.m4a?1743019485,1,0,"New Jersey, US",,Wood Frog,Lithobates sylvaticus,Wood Frog,Amphibia,66012,Animalia,Chordata,Amphibia,Anura,266903821_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
266904814,8cf40e83-0f12-4937-907d-93e65a39924d,2025-03-24,2025-03-25 01:45:00 UTC,3849948,research,https://www.inaturalist.org/observations/266904814,,https://static.inaturalist.org/sounds/1348353.mp3?1742914005,1,0,"New Jersey, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266904814_Animalia_Amphibia_Anura.mp3,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266909591,41de6936-21eb-46c5-869c-770b13d33fb7,2025-03-25,2025-03-25 15:28:14 UTC,2175789,research,https://www.inaturalist.org/observations/266909591,,https://static.inaturalist.org/sounds/1348372.m4a?1742916514,3,0,"Little Branch Trail, Chapel Hill, NC, US",,Upland Chorus Frog,Pseudacris feriarum,Upland Chorus Frog,Amphibia,24263,Animalia,Chordata,Amphibia,Anura,266909591_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266917157,dc1f4be1-006b-478f-a05e-80ecfb3c8ec8,2025-03-25,2025-03-25 16:27:23 UTC,4606231,research,https://www.inaturalist.org/observations/266917157,,https://static.inaturalist.org/sounds/1348444.m4a?1742920151,3,0,"Newbury Dr, Westerly, RI, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266917157_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266918966,6413b7a1-6a68-4879-8abd-b1aa6a053518,2025-03-25,2025-03-25 16:40:03 UTC,2572942,research,https://www.inaturalist.org/observations/266918966,,https://static.inaturalist.org/sounds/1348448.m4a?1742920827,2,0,"Landria Dr, Richmond, VA, US",,Upland Chorus Frog,Pseudacris feriarum,Upland Chorus Frog,Amphibia,24263,Animalia,Chordata,Amphibia,Anura,266918966_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266923301,def5cf9d-5f97-43d0-9ebf-7fc8d8a6c9eb,2025-03-25,2025-03-25 17:09:00 UTC,6768035,research,https://www.inaturalist.org/observations/266923301,,https://static.inaturalist.org/sounds/1348483.m4a?1742922762,1,0,"Highland Park, IL 60035, USA",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266923301_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266930041,6c2a4474-0ce8-45f4-9024-476197841093,2025-03-25,,619798,research,https://www.inaturalist.org/observations/266930041,,https://static.inaturalist.org/sounds/1348552.wav?1742925543,2,0,"Greenbrier, Charlottesville, VA, USA",,Pickerel Frog,Lithobates palustris,Pickerel Frog,Amphibia,66002,Animalia,Chordata,Amphibia,Anura,266930041_Animalia_Amphibia_Anura.wav,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
266938352,3ef76466-ed6d-400f-8672-4bb7cde4a3fc,2025-03-25,2025-03-25 19:02:51 UTC,3362614,research,https://www.inaturalist.org/observations/266938352,,https://static.inaturalist.org/sounds/1348600.m4a?1742929440,3,0,"Northfield, MN, US",,Boreal Chorus Frog,Pseudacris maculata,Boreal Chorus Frog,Amphibia,24255,Animalia,Chordata,Amphibia,Anura,266938352_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266942550,ef4f244c-78b1-4e36-bb72-20785e925ab7,2025-03-25,2025-03-25 15:29:03 UTC,5276920,research,https://www.inaturalist.org/observations/266942550,,https://static.inaturalist.org/sounds/1348629.m4a?1742931339,2,0,"Garrard County, US-KY, US",,Mountain Chorus Frog,Pseudacris brachyphona,Mountain Chorus Frog,Amphibia,24256,Animalia,Chordata,Amphibia,Anura,266942550_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266947578,5ef3190f-bf48-4e7e-a965-088305432a09,2025-03-25,2025-03-25 20:13:14 UTC,4310596,research,https://www.inaturalist.org/observations/266947578,,https://static.inaturalist.org/sounds/1348669.m4a?1742933600,2,0,"Barr Lake State Park, Brighton, CO, US",,Boreal Chorus Frog,Pseudacris maculata,Boreal Chorus Frog,Amphibia,24255,Animalia,Chordata,Amphibia,Anura,266947578_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266950843,885247a3-a942-437e-b4b8-c272c71e8679,2025-03-18,,491988,research,https://www.inaturalist.org/observations/266950843,,https://static.inaturalist.org/sounds/1348684.wav?1742934872,1,0,"Greene County, GA, USA",,Upland Chorus Frog,Pseudacris feriarum,Upland Chorus Frog,Amphibia,24263,Animalia,Chordata,Amphibia,Anura,266950843_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266951332,846e787e-db45-43b2-b329-4884c2af5265,2025-03-25,2025-03-25 20:40:10 UTC,4653743,research,https://www.inaturalist.org/observations/266951332,,https://static.inaturalist.org/sounds/1348691.m4a?1742935236,1,0,"Choate, Newark, DE, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266951332_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266952885,62b0291e-2ff4-4e8c-87ad-b77c249c6708,2025-03-25,2025-03-25 16:15:00 UTC,2038537,research,https://www.inaturalist.org/observations/266952885,,https://static.inaturalist.org/sounds/1348699.m4a?1742935960,2,0,"Aberdeen Proving Ground, MD 21005, USA",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,266952885_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
266953631,6229a7c2-7a40-4b20-b766-58140ae89703,2025-03-25,2025-03-25 20:57:17 UTC,4513571,research,https://www.inaturalist.org/observations/266953631,,https://static.inaturalist.org/sounds/1348703.m4a?1742936250,1,0,"S East St, Amherst, MA, US",,Wood Frog,Lithobates sylvaticus,Wood Frog,Amphibia,66012,Animalia,Chordata,Amphibia,Anura,266953631_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
266970788,2a63248f-e144-477b-9be2-091d337df8f5,2025-03-25,2025-03-25 22:59:32 UTC,8975933,research,https://www.inaturalist.org/observations/266970788,,https://static.inaturalist.org/sounds/1348777.m4a?1742943649,2,0,"Chesterfield, VA 23838, USA",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266970788_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266973037,e77e05f5-640e-4551-9ee4-f2a143153192,2025-03-25,2025-03-25 23:09:00 UTC,4456635,research,https://www.inaturalist.org/observations/266973037,,https://static.inaturalist.org/sounds/1348784.wav?1742944220,2,0,"Oak Bluffs, MA, USA",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266973037_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266973525,126b2c7c-dd62-4ffb-9cfe-3d873c31ab3b,2025-03-25,2025-03-25 21:41:00 UTC,1459652,research,https://www.inaturalist.org/observations/266973525,,https://static.inaturalist.org/sounds/1348795.wav?1742944717,2,0,"Odenton, MD, USA",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266973525_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266974257,51161a7f-47d9-41f8-9e0e-7a35c8d8002f,2025-03-25,2025-03-25 23:24:15 UTC,5723801,research,https://www.inaturalist.org/observations/266974257,,https://static.inaturalist.org/sounds/1348799.m4a?1742945065,1,0,"Coolidge Field, Natick, MA, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266974257_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266979188,b06ce98b-7cc7-4833-bce2-2ea0fdb65e0b,2025-03-25,2025-03-25 23:49:21 UTC,5048850,research,https://www.inaturalist.org/observations/266979188,,https://static.inaturalist.org/sounds/1348833.m4a?1742947444,1,0,"Central, LA, US",,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982,Animalia,Chordata,Amphibia,Anura,266979188_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
266979315,b27807b0-4a9c-4330-840b-5ae8e686eb6c,2025-03-24,,6240371,research,https://www.inaturalist.org/observations/266979315,https://static.inaturalist.org/photos/485001230/medium.jpeg,https://static.inaturalist.org/sounds/1348836.m4a?1742947513,1,0,"Lewisville, TX 75067, USA",,Blanchard's Cricket Frog,Acris blanchardi,Blanchard's Cricket Frog,Amphibia,70421,Animalia,Chordata,Amphibia,Anura,266979315_Animalia_Amphibia_Anura.m4a,Acris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266981974,44255354-05f0-4cc4-9e24-5d138bf9ae91,2025-03-25,2025-03-26 00:24:07 UTC,4462699,research,https://www.inaturalist.org/observations/266981974,,https://static.inaturalist.org/sounds/1348861.m4a?1742948762,1,0,"Fowler Open Boardwalk, Shiloh, OH, US",,Western Chorus Frog,Pseudacris triseriata,Western Chorus Frog,Amphibia,24267,Animalia,Chordata,Amphibia,Anura,266981974_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266984259,656e98fa-67d9-4b4c-af83-dc9bf4092363,2025-03-25,2025-03-26 00:40:42 UTC,8495111,research,https://www.inaturalist.org/observations/266984259,,https://static.inaturalist.org/sounds/1348884.m4a?1742949700,1,0,"Town and Country, MO, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,266984259_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266985243,e32b138b-b0e7-47e1-b9f0-964212bb803f,2025-03-25,2025-03-26 00:49:59 UTC,1019332,research,https://www.inaturalist.org/observations/266985243,,https://static.inaturalist.org/sounds/1348896.m4a?1742950222,1,0,"Jackson Liberty Dr SW, Smithdale, MS, US",,Barking Tree Frog,Dryophytes gratiosus,Barking Tree Frog,Amphibia,1668962,Animalia,Chordata,Amphibia,Anura,266985243_Animalia_Amphibia_Anura.m4a,Dryophytes,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266986137,e54cfeeb-1300-4dfc-a10e-3c4ab65db735,2025-03-25,2025-03-26 00:58:47 UTC,7494717,research,https://www.inaturalist.org/observations/266986137,,https://static.inaturalist.org/sounds/1348906.m4a?1742950781,2,0,"N Cottonwood Canyon Rd, Morgan, UT, US",,Boreal Chorus Frog,Pseudacris maculata,Boreal Chorus Frog,Amphibia,24255,Animalia,Chordata,Amphibia,Anura,266986137_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266989028,a07487be-48ad-4323-a7c1-c8fcc6bceb2e,2025-03-25,2025-03-26 01:25:38 UTC,479093,research,https://www.inaturalist.org/observations/266989028,,https://static.inaturalist.org/sounds/1349015.m4a?1742958096,4,0,"Stafford Rd, Centreville, MD, US",,Pickerel Frog,Lithobates palustris,Pickerel Frog,Amphibia,66002,Animalia,Chordata,Amphibia,Anura,266989028_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
266991218,c7b1f44b-23db-44a4-91a3-49b1d056031f,2025-03-25,2025-03-26 01:48:29 UTC,329773,research,https://www.inaturalist.org/observations/266991218,,https://static.inaturalist.org/sounds/1348938.m4a?1742953792,1,0,"Palm City, FL, USA",,Rhinella marina,Rhinella marina,Cane Toad,Amphibia,553515,Animalia,Chordata,Amphibia,Anura,266991218_Animalia_Amphibia_Anura.m4a,Rhinella,Bufonidae,"True Toads (American Toad, Cane Toad)"
266995150,cd1616ea-3390-465e-b519-46e4bf86e36b,2025-03-25,2025-03-26 02:24:09 UTC,8021825,research,https://www.inaturalist.org/observations/266995150,https://inaturalist-open-data.s3.amazonaws.com/photos/479759103/medium.jpg,https://static.inaturalist.org/sounds/1349050.m4a?1742961339,1,0,"Yosemite National Park, Yosemite National Park, CA, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,266995150_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266996124,ae766885-9e7a-413f-bd76-976d62b9c04c,2025-03-25,2025-03-26 02:35:43 UTC,1307877,research,https://www.inaturalist.org/observations/266996124,,https://static.inaturalist.org/sounds/1348995.m4a?1742956549,2,0,"Timber Ridge Rd, The Sea Ranch, CA, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,266996124_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266997684,d444da00-189c-4bec-a1f2-30d8a4c95a33,2025-03-25,2025-03-26 02:43:15 UTC,51931,research,https://www.inaturalist.org/observations/266997684,,https://static.inaturalist.org/sounds/1349008.m4a?1742957425,1,0,"Tacoma, WA 98407, USA",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,266997684_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266998142,2f1204c5-f4f0-4011-90e8-6f24d5ab0471,2025-03-25,2025-03-25 22:36:00 UTC,1885227,research,https://www.inaturalist.org/observations/266998142,,https://static.inaturalist.org/sounds/1349011.wav?1742957668,3,0,"Ninnescah Township, KS, USA",,Boreal Chorus Frog,Pseudacris maculata,Boreal Chorus Frog,Amphibia,24255,Animalia,Chordata,Amphibia,Anura,266998142_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266998263,19ac7003-d18b-42c6-ab47-7323272b0d01,2025-03-25,2025-03-25 21:48:00 UTC,1885227,research,https://www.inaturalist.org/observations/266998263,,https://static.inaturalist.org/sounds/1349012.wav?1742957757,3,0,"Ninnescah Township, KS, USA",,Blanchard's Cricket Frog,Acris blanchardi,Blanchard's Cricket Frog,Amphibia,70421,Animalia,Chordata,Amphibia,Anura,266998263_Animalia_Amphibia_Anura.wav,Acris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266998588,01577175-2391-4dd6-8b45-c3d8957c9699,2025-03-25,2025-03-26 02:58:54 UTC,3867608,research,https://www.inaturalist.org/observations/266998588,,https://static.inaturalist.org/sounds/1349014.m4a?1742957959,1,0,"Chuckanut Point Rd, Bellingham, WA, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,266998588_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
266999490,c2751c42-b174-4770-b207-7c2d3aacd762,2025-03-25,2025-03-26 02:54:41 UTC,3620986,research,https://www.inaturalist.org/observations/266999490,,https://static.inaturalist.org/sounds/1349022.m4a?1742958621,1,0,"Whidbey Island, Greenbank, WA, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,266999490_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
267001137,033ac3cf-3a2e-4df6-9524-b269c4c74933,2025-03-25,2025-03-26 00:09:00 UTC,298979,research,https://www.inaturalist.org/observations/267001137,,https://static.inaturalist.org/sounds/1349030.wav?1742959758,3,0,"Middlesex County, US-MA, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,267001137_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
267002981,2f83f5ec-3a1a-45e5-84de-fc72e5a15e77,2025-03-20,2025-03-20 14:37:00 UTC,1064292,research,https://www.inaturalist.org/observations/267002981,https://inaturalist-open-data.s3.amazonaws.com/photos/479775380/medium.jpg,https://static.inaturalist.org/sounds/1349041.m4a?1742961111,1,0,"Jasper County, SC, USA",,Brimley's Chorus Frog,Pseudacris brimleyi,Brimley's Chorus Frog,Amphibia,24265,Animalia,Chordata,Amphibia,Anura,267002981_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
267002984,3d609ac6-1952-4429-9279-7362c882643a,2025-03-20,2025-03-20 14:37:00 UTC,1064292,research,https://www.inaturalist.org/observations/267002984,https://inaturalist-open-data.s3.amazonaws.com/photos/479775404/medium.jpg,https://static.inaturalist.org/sounds/1349043.m4a?1742961117,1,0,"Jasper County, SC, USA",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,267002984_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
267006353,1b2c9adb-b2f0-40ef-b536-a7abdd310138,2025-03-25,2025-03-26 03:32:00 UTC,6511242,research,https://www.inaturalist.org/observations/267006353,,https://static.inaturalist.org/sounds/1349071.wav?1742964371,1,0,"Robertson Park, Alameda County, US-CA, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,267006353_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
267006693,9015c812-270a-4a98-adb8-e563236e6b07,2025-03-14,2025-03-14 21:23:00 UTC,507022,research,https://www.inaturalist.org/observations/267006693,,https://static.inaturalist.org/sounds/1349078.mp3?1742964791,3,0,"North Carolina, US",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,267006693_Animalia_Amphibia_Anura.mp3,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
267010802,bae50eb9-a68b-44fc-997e-621f0df98550,2025-03-25,2025-03-26 05:59:07 UTC,9056881,research,https://www.inaturalist.org/observations/267010802,,https://static.inaturalist.org/sounds/1349106.m4a?1742968950,1,0,"Renton, WA 98055, USA",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,267010802_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
267011434,962993f2-bb0c-45b6-94f0-4422d98ead43,2025-03-25,2025-03-26 04:41:00 UTC,7750281,research,https://www.inaturalist.org/observations/267011434,,https://static.inaturalist.org/sounds/1349107.m4a?1742969538,1,0,"Yosemite Valley Shuttle - Stop 3 The Ahwahnee, The Majestic Yosemite Hotel, Yosemite Valley, CA 95389, USA",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,267011434_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
267024301,4a1cecbf-ffaf-493a-ae19-55cea02eb2d1,2025-03-22,,109148,research,https://www.inaturalist.org/observations/267024301,,https://static.inaturalist.org/sounds/1349220.m4a?1742980864,2,0,"Morris County, US-NJ, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,267024301_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
267063191,167a2712-8a87-48d9-9c5e-5e4591633e03,2025-03-26,2025-03-26 06:43:58 UTC,140612,research,https://www.inaturalist.org/observations/267063191,,https://static.inaturalist.org/sounds/1349494.m4a?1743005057,1,0,"Georgia, US",,American Bullfrog,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Animalia,Chordata,Amphibia,Anura,267063191_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
267069347,c55507f4-d07e-4caf-b551-4b8bd12a83ea,2025-03-26,2025-03-26 16:48:01 UTC,6075,research,https://www.inaturalist.org/observations/267069347,,https://static.inaturalist.org/sounds/1349541.m4a?1743007704,3,0,"Quay Village Ct, Annapolis, MD, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,267069347_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
